## Start time = Mon Oct  1 12:31:29 2018 
# EXPERIMENT NUMBER 5 
## optimizer : adam 
## number of hidden layers : 3 
## number of hidden units : 150 
## learning rate : 0.000100 
## batch size : 1 
## approx number of steps: 24475000 
## approx number of steps per epoch: 4895 
1	2.72240328	0.25000000
2	2.30295297	0.28333333
3	1.88983814	0.42916667
4	1.40686635	0.59166667
5	1.10783366	0.70416667
6	0.94696249	0.76250000
7	0.74715906	0.78750000
8	0.56115578	0.85416667
9	0.48280234	0.82500000
10	0.40521201	0.82916667
11	0.31804975	0.90416667
12	0.25401211	0.89166667
13	0.20957951	0.86666667
14	0.18861361	0.84166667
15	0.14016811	0.87916667
## End time = Tue Oct  2 02:41:31 2018 
