## Start time = Thu Oct  4 13:44:17 2018 
# EXPERIMENT NUMBER 11 
## optimizer : adam 
## number of hidden layers : 3 
## number of hidden units : 150 
## learning rate : 0.000100 
## batch size : 5 
## approx number of steps: 4895000 
## approx number of steps per epoch: 979 
1	2.76569391	0.15833333
2	2.34435492	0.19583333
3	2.06946240	0.32916667
4	1.73222388	0.42500000
5	1.46070727	0.60833333
6	1.31357978	0.57083333
7	1.14441562	0.54166667
8	1.06476250	0.60000000
9	0.99286853	0.63750000
10	0.88595634	0.72083333
11	0.77581652	0.70416667
12	0.66898605	0.72500000
13	0.60559203	0.80833333
14	0.53561458	0.70416667
15	0.48703447	0.80000000
16	0.44257409	0.80416667
17	0.35278879	0.75833333
## End time = Thu Oct  4 21:38:24 2018 
