## Start time = Fri Sep 28 23:31:48 2018# EXPERIMENT NUMBER 2 
## optimizer : adam 
## number of hidden layers : 5 
## number of hidden units : 50 
## learning rate : 0.000100 
## batch size : 1 
## approx number of steps: 24475000 
## approx number of steps per epoch: 4895 
1	2.84040058	0.12916667
2	2.52177049	0.25833333
3	2.30068463	0.33333333
4	2.14443529	0.32083333
5	1.98788238	0.41666667
6	1.83331295	0.37500000
7	1.70401959	0.42083333
8	1.57557324	0.51666667
9	1.40143866	0.54166667
10	1.21747798	0.53750000
11	1.09231757	0.59583333
12	0.97303342	0.67916667
13	0.87872153	0.60833333
14	0.75800239	0.74166667
15	0.69657839	0.71666667
16	0.60205168	0.78750000
17	0.53958453	0.72500000
18	0.45631249	0.81666667
19	0.36165289	0.81666667
20	0.33150902	0.82500000
21	0.30285858	0.83333333
22	0.23933681	0.81666667
23	0.22642205	0.83333333
24	0.19442345	0.83333333
25	0.15949770	0.83750000
26	0.13906311	0.79583333
27	0.14168593	0.82083333
28	0.13188252	0.82916667
29	0.10114647	0.80000000
## End time = Sat Sep 29 20:39:41 2018
