# EXPERIMENT NUMBER 1 
## optimizer : adam 
## number of hidden layers : 3 
## number of hidden units : 50 
## learning rate : 0.000100 
## batch size : 1 
## approx number of steps: 24475000 
## approx number of steps per epoch: 4895 
1	2.84385000	0.18750000
2	2.44770107	0.26666667
3	2.21861482	0.28750000
4	1.99658115	0.35833333
5	1.78445808	0.43333333
6	1.58483704	0.51250000
7	1.49180272	0.59583333
8	1.34613892	0.58333333
9	1.23022970	0.58750000
10	1.11423489	0.66250000
11	1.01192283	0.70000000
12	0.91335745	0.65833333
13	0.81738326	0.74583333
14	0.73478161	0.67916667
15	0.65099173	0.77916667
16	0.58083462	0.75833333
17	0.50157372	0.81250000
18	0.44190151	0.77500000
19	0.38311326	0.82083333
20	0.34194786	0.81666667
21	0.28414198	0.82500000
22	0.25858130	0.82500000
23	0.22018272	0.81250000
24	0.20176868	0.82500000
25	0.16967664	0.82500000
