## Start time = Wed Oct  3 09:59:06 2018 
# EXPERIMENT NUMBER 8 
## optimizer : adam 
## number of hidden layers : 5 
## number of hidden units : 50 
## learning rate : 0.000100 
## batch size : 5 
## approx number of steps: 4895000 
## approx number of steps per epoch: 979 
1	2.93623669	0.13333333
2	2.69926269	0.14166667
3	2.54876132	0.14583333
4	2.41813194	0.21250000
5	2.25003545	0.26666667
6	2.09207946	0.24166667
7	1.95590444	0.23750000
8	1.80600866	0.27500000
9	1.66670415	0.47083333
10	1.52164483	0.49166667
11	1.42692115	0.46250000
12	1.31080993	0.55833333
13	1.21519818	0.56666667
14	1.13495258	0.47500000
15	1.04807317	0.59583333
16	0.99915716	0.62500000
17	0.88713594	0.70833333
18	0.84869546	0.65416667
19	0.79110205	0.68750000
20	0.67947919	0.70416667
21	0.64270071	0.66666667
## End time = Wed Oct  3 15:56:06 2018 
