## Start time = Thu Oct  4 21:38:32 2018 
# EXPERIMENT NUMBER 12 
## optimizer : adam 
## number of hidden layers : 5 
## number of hidden units : 150 
## learning rate : 0.000100 
## batch size : 5 
## approx number of steps: 4895000 
## approx number of steps per epoch: 979 
1	2.75251526	0.15833333
2	2.28211013	0.30000000
3	1.85581948	0.40000000
4	1.52063048	0.56250000
5	1.21771188	0.45833333
6	1.03791106	0.59583333
7	0.90230947	0.59583333
8	0.75514898	0.75833333
9	0.69737033	0.73333333
10	0.52377972	0.82500000
11	0.46900402	0.80416667
12	0.36339275	0.76250000
13	0.31403500	0.86250000
14	0.29108395	0.82500000
15	0.22056135	0.82083333
16	0.17942766	0.78333333
17	0.17318003	0.85416667
## End time = Fri Oct  5 11:00:03 2018 
