## Start time = Fri Oct  5 17:32:52 2018 
# EXPERIMENT NUMBER 15 
## optimizer : adam 
## number of hidden layers : 3 
## number of hidden units : 100 
## learning rate : 0.000100 
## batch size : 10 
## approx number of steps: 2447500 
## approx number of steps per epoch: 489 
1	2.89949934	0.15000000
2	2.52216756	0.22083333
3	2.29434390	0.19166667
4	2.12348493	0.28750000
5	1.98393048	0.29583333
6	1.80144491	0.38750000
7	1.61355855	0.43750000
8	1.47233008	0.39166667
9	1.37598583	0.51250000
10	1.27764861	0.59583333
11	1.17501979	0.52916667
12	1.08590419	0.60000000
13	1.00265858	0.62500000
14	0.95185352	0.62916667
15	0.84647131	0.67916667
16	0.81288074	0.64166667
17	0.73405223	0.64583333
18	0.66919985	0.68333333
19	0.61314218	0.68333333
20	0.54979280	0.71250000
21	0.50527649	0.65833333
22	0.45368897	0.75833333
23	0.39226067	0.76250000
24	0.33589326	0.75000000
25	0.32589316	0.78750000
26	0.28360352	0.80416667
27	0.25098642	0.74583333
28	0.21818081	0.81666667
29	0.21939059	0.83750000
30	0.16550863	0.75000000
31	0.16193041	0.75833333
32	0.15713764	0.87916667
33	0.13210570	0.85000000
34	0.10682087	0.82083333
35	0.09302437	0.80416667
36	0.08203004	0.84166667
## End time = Sat Oct  6 01:13:57 2018 
