## Start time = Wed Oct  3 07:17:46 2018 
# EXPERIMENT NUMBER 7 
## optimizer : adam 
## number of hidden layers : 3 
## number of hidden units : 50 
## learning rate : 0.000100 
## batch size : 5 
## approx number of steps: 4895000 
## approx number of steps per epoch: 979 
1	2.95257678	0.10000000
2	2.66316363	0.18750000
3	2.48254740	0.19583333
4	2.33952896	0.24583333
5	2.21307328	0.33750000
6	2.07919604	0.22500000
7	1.95322498	0.30833333
8	1.83172682	0.35833333
9	1.74217780	0.40833333
10	1.64452546	0.34166667
11	1.57518698	0.43750000
12	1.50106968	0.50000000
13	1.42906376	0.42500000
14	1.35921011	0.47500000
15	1.29783810	0.47500000
16	1.23129863	0.40833333
## End time = Wed Oct  3 09:59:00 2018 
