## Start time = Thu Oct  4 03:13:13 2018 
# EXPERIMENT NUMBER 10 
## optimizer : adam 
## number of hidden layers : 5 
## number of hidden units : 100 
## learning rate : 0.000100 
## batch size : 5 
## approx number of steps: 4895000 
## approx number of steps per epoch: 979 
1	2.78103334	0.26250000
2	2.38615932	0.21666667
3	2.10755694	0.35416667
4	1.83830656	0.27083333
5	1.64907117	0.44166667
6	1.46182694	0.54583333
7	1.27623658	0.53333333
8	1.14977605	0.56250000
9	1.04827864	0.62083333
10	0.93007425	0.61250000
11	0.83628056	0.72500000
12	0.71455700	0.72083333
13	0.61870526	0.75833333
14	0.50677322	0.80416667
15	0.45213649	0.82500000
16	0.39910729	0.84583333
17	0.32106045	0.82083333
18	0.30072289	0.83333333
19	0.26894052	0.79583333
20	0.22680494	0.82916667
## End time = Thu Oct  4 13:44:10 2018 
