## Start time = Wed Oct  3 15:56:11 2018 
# EXPERIMENT NUMBER 9 
## optimizer : adam 
## number of hidden layers : 3 
## number of hidden units : 100 
## learning rate : 0.000100 
## batch size : 5 
## approx number of steps: 4895000 
## approx number of steps per epoch: 979 
1	2.83712984	0.16666667
2	2.46220291	0.29583333
3	2.22031598	0.22500000
4	2.01340369	0.30833333
5	1.80034962	0.46666667
6	1.59285261	0.49583333
7	1.45657155	0.49583333
8	1.30509797	0.58333333
9	1.18673473	0.55416667
10	1.06582168	0.66666667
11	0.99108149	0.61250000
12	0.94146023	0.65416667
13	0.84122984	0.65833333
14	0.70978024	0.70416667
15	0.67167777	0.75833333
16	0.56041820	0.72083333
17	0.51810158	0.77083333
18	0.43297341	0.78333333
19	0.35399395	0.76250000
20	0.31969439	0.81250000
21	0.29237380	0.79166667
22	0.24952666	0.83333333
23	0.21414723	0.80416667
24	0.20313495	0.77500000
25	0.18570113	0.83750000
26	0.14495771	0.86666667
27	0.12439083	0.81250000
28	0.11189730	0.87083333
29	0.10841194	0.86250000
30	0.07780408	0.86250000
31	0.07147470	0.82083333
32	0.06916015	0.87916667
33	0.04847400	0.82500000
34	0.04178614	0.84583333
35	0.04200190	0.86666667
36	0.04592663	0.80833333
## End time = Thu Oct  4 03:13:06 2018 
