## Start time = Fri Oct  5 13:31:25 2018 
# EXPERIMENT NUMBER 14 
## optimizer : adam 
## number of hidden layers : 5 
## number of hidden units : 50 
## learning rate : 0.000100 
## batch size : 10 
## approx number of steps: 2447500 
## approx number of steps per epoch: 489 
1	2.94989607	0.10833333
2	2.68764065	0.17083333
3	2.51093823	0.17083333
4	2.40622942	0.26250000
5	2.31932696	0.21666667
6	2.25012405	0.28750000
7	2.16196348	0.21250000
8	2.08933535	0.21666667
9	2.03235508	0.30000000
10	1.92816127	0.42500000
11	1.85007303	0.30833333
12	1.74837654	0.38750000
13	1.67857338	0.39583333
14	1.58354655	0.49583333
15	1.51621642	0.47916667
16	1.46673817	0.38750000
17	1.37700508	0.50833333
18	1.31888042	0.49583333
19	1.26628738	0.43333333
20	1.23401025	0.48750000
21	1.17759486	0.50416667
## End time = Fri Oct  5 17:32:46 2018 
