## Start time = Tue Oct  2 02:41:37 2018 
# EXPERIMENT NUMBER 6 
## optimizer : adam 
## number of hidden layers : 5 
## number of hidden units : 150 
## learning rate : 0.000100 
## batch size : 1 
## approx number of steps: 24475000 
## approx number of steps per epoch: 4895 
1	2.72969920	0.12083333
2	2.36922193	0.20416667
3	1.99318913	0.38333333
4	1.70938837	0.42916667
5	1.40638078	0.58750000
6	1.19149346	0.67083333
7	1.00859463	0.69583333
8	0.81272365	0.79166667
9	0.68374750	0.77916667
10	0.59006919	0.74166667
11	0.45549512	0.76250000
12	0.37494704	0.82500000
13	0.28750949	0.71250000
14	0.27673481	0.85833333
15	0.20384627	0.84583333
16	0.19542755	0.85416667
17	0.14820479	0.82500000
18	0.16641136	0.82083333
## End time = Wed Oct  3 07:17:41 2018 
